271,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,273,274,274,274,274,274,274,274,274,274,273,274,274
274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,273
274,274,274,274,274,274,274,274,274,252,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,273,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,273
274,274,274,274,274,274,274,274,274,274,274,170,188,188,188,188,188,188,188,171,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,170,188,188,188,171,274,170,189,268,268,245,244,268,264,245,187,171,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,273,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,170,189,264,264,264,187,189,268,266,264,264,264,245,264,264,264,264,165,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,273,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,167,264,264,267,264,264,268,264,267,268,264,264,264,267,264,264,244,165,274,274,274,274,274,274,274,274,273,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,167,264,264,264,264,264,264,245,264,245,264,268,268,264,245,268,245,165,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,167,264,264,268,264,264,267,267,264,264,264,264,264,264,266,264,268,165,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,167,245,264,264,268,267,244,264,264,264,245,245,264,264,267,244,264,165,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,273,167,268,264,264,264,264,264,245,245,245,264,245,264,264,245,264,264,165,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,273,271,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,192,145,264,264,268,268,268,264,264,268,264,268,264,244,244,245,143,193,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,273,274,274,274,274,274
274,274,274,274,192,145,264,264,264,245,268,267,264,264,268,268,264,264,264,165,274,274,274,274,273,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,273,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,167,268,267,265,264,268,268,264,264,268,244,264,264,245,187,188,188,188,171,274,274,274,274,274,274,270,274,274,274,274,274,274,274,274,274,274,274,274,274,274,271,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,192,145,264,245,264,244,264,265,264,264,265,245,267,268,268,264,264,264,165,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,252,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,270,274,192,145,264,268,264,245,264,245,245,268,264,245,264,268,264,245,264,187,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,171,274,274,274,274,274,274,274
274,274,274,274,274,274,274,167,264,265,264,264,264,266,264,268,245,268,264,264,245,245,264,264,244,264,244,266,154,156,264,268,268,264,245,245,267,267,267,265,245,264,264,268,264,266,264,264,268,187,188,171,274,274,274,274,274
